Iteração,MSE_Treino,MSE_Validação
372,0.23793472653032657,0.23879054722693419
373,0.23786213933017822,0.23871969482671362
374,0.2377891430394417,0.23864844224754397
375,0.23771573541323757,0.23857678727947013
376,0.2376419141982303,0.2385047277040402
377,0.2375676771326273,0.23843226129430156
378,0.23749302194618066,0.2383593858147978
379,0.23741794636018526,0.23828609902156633
380,0.23734244808748192,0.238212398662137
381,0.23726652483246044,0.23813828247553098
382,0.23719017429105904,0.23806374819226028
383,0.23711339415077196,0.23798879353432795
384,0.23703618209065208,0.23791341621522993
385,0.23695853578131448,0.23783761393995578
386,0.23688045288494536,0.23776138440499098
387,0.2368019310553062,0.23768472529832127
388,0.2367229679377418,0.2376076342994351
389,0.23664356116918958,0.23753010907932928
390,0.2365637083781859,0.2374521473005123
391,0.23648340718487856,0.2373737466170137
392,0.23640265520103643,0.23729490467438805
393,0.2363214500300596,0.23721561910972228
394,0.2362397892669932,0.23713588755164725
395,0.2361576704985393,0.23705570762034314
396,0.23607509130307228,0.23697507692755088
397,0.23599204925065148,0.23689399307658357
398,0.23590854190303825,0.23681245366233683
399,0.2358245668137129,0.23673045627130201
400,0.23574012152789028,0.23664799848157797
401,0.2356552035825409,0.23656507786288739
402,0.23556981050640674,0.23648169197659014
403,0.23548393982002466,0.2363978383756986
404,0.23539758903574512,0.23631351460489589
405,0.23531075565775617,0.23622871820055225
406,0.2352234371821051,0.23614344669074452
407,0.23513563109672372,0.23605769759527323
408,0.23504733488145194,0.235971468425687
409,0.23495854600806548,0.23588475668530046
410,0.23486926194030205,0.23579755986921672
411,0.23477948013388972,0.23570987546435265
412,0.23468919803657626,0.23562170094946203
413,0.23459841308815932,0.2355330337951596
414,0.23450712272051782,0.2354438714639496
415,0.2344153243576449,0.23535421141025203
416,0.23432301541568062,0.23526405108042986
417,0.2342301933029471,0.2351733879128207
418,0.2341368554199858,0.23508221933776588
419,0.23404299915959223,0.23499054277764192
420,0.2339486219068559,0.23489835564689548
421,0.2338537210391995,0.2348056553520735
422,0.23375829392641886,0.23471243929186208
423,0.23366233793072705,0.23461870485711991
424,0.2335658504067938,0.23452444943091724
425,0.23346882870179425,0.23442967038857376
426,0.2333712701554517,0.23433436509769914
427,0.23327317210008622,0.23423853091823305
428,0.2331745318606623,0.23414216520248896
429,0.2330753467548387,0.23404526529519595
430,0.23297561409302103,0.2339478285335453
431,0.23287533117841255,0.23384985224723578
432,0.23277449530706834,0.23375133375852153
433,0.2326731037679515,0.23365227038226108
434,0.23257115384299007,0.2335526594259671
435,0.2324686428071345,0.23345249818985878
436,0.23236556792841803,0.23335178396691525
437,0.23226192646801852,0.2332505140429287
438,0.23215771568031943,0.23314868569656183
439,0.23205293281297756,0.2330462961994047
440,0.23194757510698538,0.2329433428160342
441,0.23184163979674205,0.23283982280407364
442,0.2317351241101198,0.23273573341425605
443,0.23162802526853746,0.23263107189048707
444,0.23152034048703082,0.23252583546990996
445,0.23141206697432773,0.2324200213829736
446,0.2313032019329256,0.2323136268534994
447,0.23119374255916697,0.23220664909875258
448,0.23108368604331966,0.23209908532951434
449,0.23097302956965854,0.2319909327501531
450,0.23086177031654923,0.2318821885587027
451,0.23074990545653168,0.23177284994693773
452,0.23063743215640747,0.2316629141004518
453,0.23052434757732854,0.23155237819874014
454,0.23041064887488855,0.23144123941528005
455,0.23029633319921497,0.23132949491761506
456,0.2301813976950623,0.2312171418674434
457,0.23006583950191115,0.23110417742070316
458,0.22994965575406376,0.2309905987276633
459,0.2298328435807481,0.23087640293301562
460,0.22971540010621597,0.23076158717596865
461,0.22959732244985234,0.23064614859034321
462,0.22947860772627787,0.2305300843046693
463,0.22935925304546104,0.23041339144228723
464,0.22923925551282834,0.2302960671214495
465,0.2291186122293753,0.23017810845542308
466,0.22899732029178552,0.23005951255259668
467,0.22887537679254477,0.22994027651658952
468,0.2287527788200636,0.22982039744635968
469,0.22862952345879795,0.22969987243631856
470,0.22850560778937443,0.2295786985764438
471,0.228381028888716,0.2294568729523978
472,0.22825578383017173,0.22933439264564526
473,0.22812986968364926,0.22921125473357584
474,0.22800328351574561,0.22908745628962618
475,0.22787602238988747,0.22896299438340867
476,0.2277480833664666,0.2288378660808356
477,0.22761946350298237,0.22871206844425435
478,0.227490159854185,0.22858559853257696
479,0.22736016947222198,0.22845845340141668
480,0.22722948940678614,0.2283306301032264
481,0.2270981167052673,0.22820212568743786
482,0.22696604841290566,0.22807293720060443
483,0.22683328157294902,0.2279430616865476
484,0.22669981322680932,0.22781249618650296
485,0.22656564041422717,0.22768123773927132
486,0.2264307601734336,0.22754928338137054
487,0.22629516954131831,0.22741663014719263
488,0.22615886555359832,0.22728327506915993
489,0.22602184524499094,0.2271492151778864
490,0.22588410564938802,0.2270144475023393
491,0.22574564380003342,0.22687896907000682
492,0.22560645672970467,0.22674277690706585
493,0.22546654147089468,0.22660586803855223
494,0.2253258950559985,0.22646823948853495
495,0.2251845145175025,0.22632988828029288
496,0.2250423968881744,0.22619081143649292
497,0.22489953920125924,0.2260510059793734
498,0.22475593849067574,0.22591046893092667
499,0.224611591791218,0.225769197313089
500,0.22446649613875577,0.22562718814792815
501,0.22432064857044293,0.2254844384578376
502,0.22417404612492545,0.22534094526573326
503,0.22402668584255286,0.22519670559524946
504,0.2238785647655923,0.22505171647094335
505,0.2237296799384489,0.22490597491849687
506,0.22358002840788285,0.224759477964925
507,0.2234296072232355,0.22461222263878566
508,0.2232784134366548,0.22446420597039224
509,0.22312644410332536,0.22431542499202997
510,0.22297369628169997,0.22416587673817365
511,0.22282016703373717,0.22401555824571054
512,0.2226658534251378,0.2238644665541639
513,0.22251075252558788,0.22371259870592156
514,0.22235486140900196,0.22355995174646423
515,0.2221981771537724,0.22340652272460143
516,0.2220406968430196,0.2232523086927063
517,0.22188241756484467,0.22309730670695602
518,0.2217233364125874,0.22294151382757144
519,0.22156345048508644,0.22278492711906658
520,0.2214027568869415,0.22262754365049336
521,0.22124125272877923,0.22246936049569443
522,0.2210789351275227,0.22231037473355736
523,0.22091580120666465,0.22215058344827124
524,0.22075184809654144,0.2219899837295874
525,0.22058707293461088,0.22182857267308287
526,0.2204214728657356,0.2216663473804268
527,0.22025504504246646,0.22150330495964865
528,0.22008778662533,0.22133944252541174
529,0.21991969478311996,0.22117475719928828
530,0.21975076669318952,0.22100924611003753
531,0.21958099954175034,0.2208429063938872
532,0.21941039052417077,0.2206757351948177
533,0.21923893684527984,0.2205077296648505
534,0.21906663571967275,0.22033888696433732
535,0.21889348437201983,0.22016920426225445
536,0.2187194800373798,0.2199986787364981
537,0.21854461996151453,0.21982730757418642
538,0.2183689014012064,0.21965508797195846
539,0.21819232162458088,0.2194820171362825
540,0.21801487791143165,0.2193080922837633
541,0.2178365675535448,0.21913331064145392
542,0.21765738785503272,0.21895766944716982
543,0.21747733613266665,0.21878116594980707
544,0.21729640971621125,0.21860379740966188
545,0.21711460594876614,0.21842556109875422
546,0.21693192218710824,0.21824645430115477
547,0.21674835580203552,0.21806647431331427
548,0.21656390417871707,0.2178856184443942
549,0.21637856471704353,0.21770388401660418
550,0.21619233483198105,0.21752126836553787
551,0.21600521195392958,0.21733776884051634
552,0.21581719352908024,0.21715338280492955
553,0.21562827701978252,0.21696810763658508
554,0.21543845990490548,0.21678194072805676
555,0.2152477396802089,0.21659487948703768
556,0.21505611385871495,0.21640692133669473
557,0.2148635799710807,0.2162180637160278
558,0.21467013556597608,0.21602830408023083
559,0.21447577821046396,0.2158376399010545
560,0.21428050549038255,0.21564606866717395
561,0.21408431501073005,0.2154535878845571
562,0.21388720439605285,0.21526019507683863
563,0.2136891712908374,0.21506588778569183
564,0.21349021335990107,0.21487066357120935
565,0.21329032828879008,0.214674520012281
566,0.21308951378417745,0.21447745470697796
567,0.2128877675742639,0.21427946527293776
568,0.2126850874091825,0.21408054934775275
569,0.2124814710614022,0.21388070458936026
570,0.2122769163261397,0.21367992867643681
571,0.2120714210217695,0.21347821930879313
572,0.2118649829902357,0.21327557420777304
573,0.21165760009747114,0.21307199111665476
574,0.21144927023381294,0.21286746780105253
575,0.21123999131442422,0.2126620020493249
576,0.2110297612797182,0.2124555916729806
577,0.21081857809578144,0.21224823450709054
578,0.2106064397548027,0.21203992841070055
579,0.21039334427550185,0.21183067126724592
580,0.21017928970356223,0.21162046098496962
581,0.20996427411206334,0.21140929549734233
582,0.20974829560191996,0.2111971727634827
583,0.20953135230231576,0.21098409076858476
584,0.20931344237114627,0.21077004752433948
585,0.20909456399546092,0.21055504106936884
586,0.20887471539190475,0.21033906946965142
587,0.20865389480716617,0.21012213081895728
588,0.20843210051842326,0.20990422323928265
589,0.20820933083379367,0.2096853448812857
590,0.2079855840927857,0.20946549392472358
591,0.20776085866674948,0.20924466857889518
592,0.20753515295933334,0.20902286708308174
593,0.20730846540693773,0.20880008770699016
594,0.20708079447917407,0.20857632875119886
595,0.2068521386793214,0.20835158854760652
596,0.2066224965447888,0.20812586545987682
597,0.20639186664757492,0.20789915788389363
598,0.20616024759473142,0.20767146424820884
599,0.20592763802882738,0.2074427830144978
600,0.20569403662841346,0.20721311267801323
601,0.2054594421084876,0.20698245176804192
602,0.20522385322096365,0.20675079884836056
603,0.20498726875513834,0.20651815251769584
604,0.20474968753816022,0.2062845114101836
605,0.20451110843549988,0.20604987419582974
606,0.20427153035142023,0.2058142395809707
607,0.20403095222944734,0.20557760630873867
608,0.20378937305284242,0.20533997315952424
609,0.2035467918450748,0.20510133895144006
610,0.20330320767029328,0.2048617025407879
611,0.2030586196338004,0.2046210628225235
612,0.20281302688252484,0.20437941873072357
613,0.20256642860549576,0.2041367692390538
614,0.20231882403431714,0.20389311336123522
615,0.2020702124436388,0.20364845015151403
616,0.20182059315163386,0.2034027787051293
617,0.2015699655204691,0.20315609815878183
618,0.20131832895678062,0.20290840769110324
619,0.20106568291214558,0.20265970652312398
620,0.2008120268835553,0.20240999391874528
621,0.20055736041388744,0.20215926918520463
622,0.20030168309237775,0.2019075316735479
623,0.2000449945550898,0.2016547807790956
624,0.19978729448538796,0.20140101594191293
625,0.19952858261440357,0.20114623664727538
626,0.1992688587215046,0.2008904424261398
627,0.19900812263476383,0.2006336328556077
628,0.1987463742314229,0.2003758075593928
629,0.19848361343835802,0.2001169662082872
630,0.1982198402325447,0.19985710852062408
631,0.19795505464151725,0.19959623426274237
632,0.19768925674383028,0.1993343432494485
633,0.1974224466695179,0.19907143534447855
634,0.19715462460054928,0.19880751046095652
635,0.1968857907712839,0.19854256856185412
636,0.19661594546892444,0.19827660966044752
637,0.19634508903396816,0.19800963382077202
638,0.19607322186065287,0.19774164115807685
639,0.19580034439740615,0.1974726318392751
640,0.19552645714728503,0.19720260608339685
641,0.19525156066842025,0.19693156416203325
642,0.19497565557445146,0.19665950639978455
643,0.19469874253496386,0.1963864331747029
644,0.19442082227591975,0.19611234491873292
645,0.19414189558008782,0.19583724211815073
646,0.19386196328746821,0.19556112531399916
647,0.1935810262957143,0.1952839951025213
648,0.1932990855605538,0.1950058521355903
649,0.19301614209620022,0.1947266971211365
650,0.19273219697576718,0.1944465308235714
651,0.19244725133167384,0.19416535406420912
652,0.192161306356049,0.19388316772168263
653,0.19187436330113053,0.19359997273235835
654,0.19158642347965804,0.1933157700907458
655,0.19129748826526619,0.19303056084990478
656,0.19100755909286735,0.1927443461218466
657,0.19071663745903453,0.19245712707793441
658,0.1904247249223759,0.19216890494927535
659,0.19013182310390755,0.19187968102711267
660,0.18983793368741705,0.19158945666320912
661,0.18954305841982527,0.1912982332702293
662,0.18924719911154012,0.19100601232211595
663,0.18895035763680848,0.1907127953544605
664,0.18865253593405742,0.19041858396487016
665,0.1883537360062314,0.19012337981332836
666,0.18805395992112736,0.18982718462255183
667,0.18775320981171628,0.18953000017834032
668,0.18745148787646437,0.1892318283299218
669,0.18714879637964624,0.18893267099029226
670,0.18684513765164942,0.18863253013654796
671,0.18654051408927444,0.18833140781021473
672,0.18623492815602755,0.18802930611756719
673,0.18592838238240555,0.1877262272299457
674,0.1856208793661734,0.18742217338406372
675,0.18531242177263554,0.1871171468823112
676,0.1850030123348999,0.18681115009304863
677,0.18469265385413047,0.18650418545089648
678,0.18438134919979937,0.1861962554570167
679,0.1840691013099235,0.18588736267938646
680,0.18375591319129608,0.18557750975306656
681,0.18344178791971225,0.18526669938046006
682,0.18312672864018306,0.1849549343315654
683,0.18281073856714197,0.1846422174442196
684,0.18249382098464176,0.1843285516243361
685,0.18217597924654516,0.18401393984613243
686,0.18185721677670458,0.183698385152352
687,0.18153753706913198,0.18338189065447502
688,0.1812169436881619,0.1830644595329221
689,0.18089544026860288,0.18274609503725095
690,0.18057303051588114,0.18242680048634125
691,0.18024971820617305,0.18210657926857363
692,0.1799255071865282,0.18178543484199777
693,0.1796004013749842,0.181463370734491
694,0.17927440476066883,0.18114039054391065
695,0.17894752140389245,0.18081649793823307
696,0.17861975543623376,0.18049169665568596
697,0.1782911110606084,0.18016599050486998
698,0.1779615925513334,0.17983938336486993
